id,name_en,name_en_override,name_ka,name_ka_override,name_ru_override,lat,lat_override,lon,lon_override,rotation,rotation_override,mergeParent,hubTarget,vehicleMode_override,provider_override,gondolaInfo_override
1:1821,Bugeuli Street,,ბუგეულის ქუჩა,,,41.734976,,44.813552,,92,,,,,,
1:1822,Machkhaani Street,,მაჩხაანის ქუჩა,,,41.734882,,44.815797,,96,,,,,,
1:1823,Khertvisi Street,,ხერთვისის ქუჩა,,,41.734323,,44.821751,,97,,,,,,
1:1824,Kldekari Street,,კლდეკარის ქუჩა,,,41.734001,,44.825021,,110,,,,,,
1:1825,Efrem Zakariadze Street,,ეფრემ ზაქარიაძის ქუჩა,,,41.732346,,44.825206,,94,,,,,,
1:1827,Efrem Zakariadze Street,,ეფრემ ზაქარიაძის ქუჩა,,,41.729754,,44.81497,,269,,,,,,
1:1828,Revaz Uridia St #135,,რევაზ ურიდიას ქუჩა #135,,,41.729776,,44.81158,,278,,,,,,
1:1829,Public School #8,,მე-8 საჯარო სკოლა,,,41.729601,,44.80838,,252,,,,,,
1:1830,Tsromi Street,,წრომის ქუჩა,,,41.729113,,44.805945,,257,,,,,,
1:1831,Avtandil Managadze Street,,ავთანდილ მანაგაძის ქუჩა,,,41.728811,,44.804019,,258,,,,,,
1:1832,Noe Chkhikvadze Street,,ნოე ჩხიკვაძის ქუჩა,,,41.728246,,44.801895,,249,,,,,,
1:1833,Selim Khimshiashvili Street,,სელიმ ხიმშიაშვილის ქუჩა,,,41.72753,,44.799542,,251,,,,,,
1:1834,Lech Kaczynski,,ლეხ კაჩინსკის ქუჩა,,,41.69046,41.6906,44.833952,44.83398,7,,,,,,
1:1836,Sergo Gujejiani Street,,სერგო გუჯეჯიანის ქუჩა,,,41.679864,,44.957761,,147,,,,,,
1:1837,Sergo Gujejiani Street,,სერგო გუჯეჯიანის ქუჩა,,,41.680106,,44.957803,,327,,,,,,
1:1838,Tbilisi International Airport,,თბილისის საერთაშორისო აეროპორტი,,,41.669532,,44.965437,,135,,,,,,
1:1840,Giorgi Antsukhelidze Street,,გიორგი ანწუხელიძის ქუჩა,,,41.690143,,44.841793,,296,,,,,,
1:1841,Roman Gventsadze Street,,რომან გვენცაძის ქუჩა,,,41.691133,,44.836828,,279,,,,,,
1:1842,Lech Kaczynski,,ლეხ კაჩინსკის ქუჩა,,,41.690394,41.69041,44.833829,44.83381,189,,,,,,
1:1843,Grigol Peradze Street,,გრიგოლ ფერაძის ქუჩა,,,41.798684,,44.770972,,6,,,,,,
1:1844,Mukhatgverdi Lane,,მუხათგვერდის გადასახვევი,,,41.796282,,44.770041,,186,,,,,,
1:1845,M/S Technical University,,"მ/ს ""ტექნიკური უნივერსიტეტი""",,,41.72138,,44.77419,,266,,,,,,
1:1846,Davit Gamrekeli Street,,დავით გამრეკელის ქუჩა,,,41.720899,,44.77084,,80,,,,,,
1:1847,Davit Gamrekeli Street,,დავით გამრეკელის ქუჩა,,,41.720893,,44.770119,,261,,,,,,
1:1848,Bakhtrioni St #18,,ბახტრიონის ქუჩა #18,,,41.720565,,44.76801,,80,,,,,,
1:1849,Davit Tserediani Street,,დავით წერედიანის ქუჩა,,,41.720022,,44.763432,,81,,,,,,
1:1851,Bakhtrioni St #28,,ბახტრიონის ქუჩა #28,,,41.719648,,44.760205,,81,,,,,,
1:1852,Bakhtrioni St #30,,ბახტრიონის ქუჩა #30,,,41.719676,,44.759626,,260,,,,,,
1:1853,Zaza Panaskertel-Tsitsishvili St #1,,ზაზა ფანასკერტელ-ციციშვილის ქუჩა #1,,,41.718673,,44.759548,,91,,,,,,
1:1854,Zaza Panaskertel-Tsitsishvili St #6,,ზაზა ფანასკერტელ-ციციშვილის ქუჩა #6,,,41.718935,,44.763915,,82,,,,,,
1:1855,Kindergarten #112,,#112-ე საბავშვო ბაღი,,,41.718639,,44.765916,,109,,,,,,
1:1856,Public School #162,,#162-ე საჯარო სკოლა,,,41.718319,,44.769073,,72,,,,,,
1:1857,Ikalto Hill,,იყალთოს გორა,,,41.719023,,44.770615,,188,,,,,,
1:1858,Public School #162,,#162-ე საჯარო სკოლა,,,41.718281,,44.768686,,254,,,,,,
1:1859,Kindergarten #112,,#112-ე საბავშვო ბაღი,,,41.718771,,44.765752,,288,,,,,,
1:1860,Zaza Panaskertel-Tsitsishvili St #17,,ზაზა ფანასკერტელ-ციციშვილის ქუჩა #17,,,41.718807,,44.76188,,264,,,,,,
1:1861,Zaza Panaskertel-Tsitsishvili St #1,,ზაზა ფანასკერტელ-ციციშვილის ქუჩა #1,,,41.718751,,44.759422,,274,,,,,,
1:1871,Public School #74,,#74-ე საჯარო სკოლა,,,41.688445,,44.851755,,352,,,,,,
1:1872,Atanase Kharabadze Street,,ათანასე ხარაბაძის ქუჩა,,,41.690262,,44.850461,,319,,,,,,
1:1873,Sergi Durmishidze Street,,სერგი დურმიშიძის ქუჩა,,,41.692054,,44.848434,,320,,,,,,
1:1874,Kakabeti St #73,,კაკაბეთის ქუჩა #73,,,41.694005,,44.846275,,323,,,,,,
1:1875,Kvareli Square,,ყვარლის მოედანი,,,41.694938,,44.845108,,313,,,,,,
1:1878,Giorgi Ghviniashvili St #11,,გიორგი ღვინიაშვილის ქუჩა #11,,,41.698421,,44.842541,,274,,,,,,
1:1879,Giorgi Ghviniashvili St #27,,გიორგი ღვინიაშვილის ქუჩა #27,,,41.698567,,44.840237,,222,,,,,,
1:1880,Kvareli Street #114,,ყვარლის ქუჩა #114,,,41.697652,,44.840977,,145,,,,,,
1:1881,Kvareli Street #98,,ყვარლის ქუჩა #98,,,41.696226,,44.842576,,140,,,,,,
1:1882,Kvareli Square,,ყვარლის მოედანი,,,41.694902,,44.844097,,132,,,,,,
1:1883,Kakabeti St #78,,კაკაბეთის ქუჩა #78,,,41.693887,,44.846256,,147,,,,,,
1:1884,Sergi Durmishidze Street,,სერგი დურმიშიძის ქუჩა,,,41.6918,,44.848576,,140,,,,,,
1:1885,Atanase Kharabadze Street,,ათანასე ხარაბაძის ქუჩა,,,41.6903,,44.850279,,141,,,,,,
1:1886,Public School #74,,#74-ე საჯარო სკოლა,,,41.688577,,44.851599,,167,,,,,,
1:1892,Didube District Administration,,დიდუბის რაიონის გამგეობა,,,41.75485,41.75479,44.777425,44.77745,51,,,,,,
1:1893,Akaki Beliashvili St #13a,,აკაკი ბელიაშვილის ქუჩა #13ა,,,41.757187,,44.779705,,23,,,,,,
1:1894,Akaki Beliashvili St #41,,აკაკი ბელიაშვილის ქუჩა #41,,,41.761607,,44.780332,,358,,,,,,
1:1897,"Dighomi Masivi, Block 3, #20",,დიღმის მასივი III კვარტალი #20,,,41.761181,,44.780236,,180,,,,,,
1:1898,"Dighomi Masivi, Block 3, #9",,დიღმის მასივი III კვარტალი #9,,,41.757225,,44.779603,,203,,,,,,
1:1900,Osip Mandelstam Street #2,,ოსიპ მანდელშტამის ქუჩა #2,,,41.690127,,44.865592,,90,,,,,,
1:1901,Alexandre Tsulukidze St #21,,ალექსანდრე წულუკიძის ქუჩა #21,,,41.690302,,44.865334,,329,,,,,,
1:1904,Ioseb and Leon Orbeliani Street,,იოსებ და ლეონ ორბელების ქუჩა,,,41.692177,,44.857592,,279,,,,,,
1:1905,Ioseb and Leon Orbeliani Street,,იოსებ და ლეონ ორბელების ქუჩა,,,41.692126,,44.857315,,99,,,,,,
1:1906,Alexandre Tsulukidze St #16,,ალექსანდრე წულუკიძის ქუჩა #16,,,41.692257,,44.863202,,90,,,,,,
1:1907,Alexandre Tsulukidze St #16,,ალექსანდრე წულუკიძის ქუჩა #16,,,41.692343,,44.863591,,285,,,,,,
1:1908,Alexandre Tsulukidze St #31,,ალექსანდრე წულუკიძის ქუჩა #31,,,41.69222,,44.86045,,91,,,,,,
1:1909,Alexandre Tsulukidze St #31,,ალექსანდრე წულუკიძის ქუჩა #31,,,41.692307,,44.860657,,270,,,,,,
1:1910,Davit Kvachantiradze St #5,,დავით კვაჭანტირაძის ქუჩა #5,,,41.694003,,44.855064,,121,,,,,,
1:1911,Davit Kvachantiradze St #5,,დავით კვაჭანტირაძის ქუჩა #5,,,41.693995,,44.855308,,294,,,,,,
1:1912,Public School #90,,#90-ე საჯარო სკოლა,,,41.694346,,44.858334,,342,,,,,,
1:1913,Public School #90,,#90-ე საჯარო სკოლა,,,41.694281,,44.858248,,160,,,,,,
1:1914,Cable Road Samgori - Vazisubani,,საბაგირო გზა სამგორი - ვაზისუბანი,,,41.69646,,44.855622,,276,,,,,,
1:1915,Cable Road Samgori - Vazisubani,,საბაგირო გზა სამგორი - ვაზისუბანი,,,41.696376,,44.855571,,91,,,,,,
1:1916,Niko Muskhelishvili St #3,,ნიკო მუსხელიშვილის ქუჩა #3,,,41.696795,,44.853492,,325,,,,,,
1:1917,Niko Muskhelishvili St #8,,ნიკო მუსხელიშვილის ქუჩა #8,,,41.696613,,44.853527,,144,,,,,,
1:1920,Shalva Mshvelidze Street #7,,შალვა მშველიძის ქუჩა #7,,,41.699851,,44.849922,,145,,,,,,
1:1922,Public School #92,,#92-ე საჯარო სკოლა,,,41.701295,,44.848584,,145,,,,,,
1:1924,Shalva Mshvelidze St #15,,შალვა მშველიძის ქუჩა #15,,,41.703006,,44.84706,,325,,,,,,
1:1926,Simon and Tina Kaukhchishvili Street,,სიმონ და თინა ყაუხჩიშვილების ქუჩა,,,41.704353,,44.845113,,307,,,,,,
1:1927,Simon and Tina Kaukhchishvili Street,,სიმონ და თინა ყაუხჩიშვილების ქუჩა,,,41.704213,,44.84529,,110,,,,,,
1:1932,Shota Mikatadze Street,,შოთა მიქატაძის ქუჩა,,,41.807922,,44.818882,,101,,,,,,
1:1934,Gldaniskhevi Center,,გლდანისხევის ცენტრი,,,41.812321,,44.818661,,26,,,,,,
1:1935,Gldaniskhevi #8a,,გლდანისხევი #8ა,,,41.815658,,44.819943,,339,,,,,,
1:1936,Kindergarten #186,,#186-ე ბაგა-ბაღი,,,41.815046,,44.817148,,221,,,,,,
1:1937,Public School #59,,#59-ე საჯარო სკოლა,,,41.813271,,44.815215,,103,,,,,,
1:1938,Kindergarten #186,,#186-ე ბაგა-ბაღი,,,41.815026,,44.817221,,42,,,,,,
1:1939,Gldaniskhevi #8a,,გლდანისხევი #8ა,,,41.815636,,44.819879,,158,,,,,,
1:1940,Gldaniskhevi Center,,გლდანისხევის ცენტრი,,,41.812395,,44.818626,,206,,,,,,
1:1941,Shota Mikatadze Street,,შოთა მიქატაძის ქუჩა,,,41.808141,,44.818209,,279,,,,,,
1:1942,Public School #115,,#115-ე საჯარო სკოლა,,,41.806911,,44.82369,,117,,,,,,
1:1944,Tskalsadeni Street,,წყალსადენის ქუჩა,,,41.785745,,44.791684,,278,,,,,,
1:1946,Dimitri Gulia Square,,დიმიტრი გულიას მოედანი,,,41.675647,,44.828569,,294,,,,,,
1:1947,Beri Gabriel Salosi Square,,ბერი გაბრიელ სალოსის მოედანი,,,41.676893,,44.840127,,277,,,,,,
1:1948,Beri Gabriel Salosi Ave #120,,ბერი გაბრიელ სალოსის გამზირი #120,,,41.673076,,44.862145,,110,,,,,,
1:1949,Kaloubani Street #20,,კალოუბნის ქუჩა #20,,,41.688906,,44.87808,,276,,,,,,
1:1950,Kaloubani Street #26,,კალოუბნის ქუჩა #26,,,41.688632,,44.880487,,278,,,,,,
1:1951,Akaki Vasadze Street,,აკაკი ვასაძის ქუჩა,,,41.688419,,44.883281,,278,,,,,,
1:1952,Kaloubani Street  #38,,კალოუბნის ქუჩა #38,,,41.688092,,44.886885,,278,,,,,,
1:1953,Shuamta Street,,შუამთის ქუჩა,,,41.686123,,44.888482,,12,,,,,,
1:1954,"Orkhevi, Alexandre Tsutsunava Street",,"ორხევი, ალექსანდრე წუწუნავას ქუჩა",,,41.691295,,44.927226,,3,,,,,,
1:1955,"Orkhevi, Giorgi Mukhadze Street",,"ორხევი, გიორგი მუხაძის ქუჩა",,,41.693284,,44.927004,,273,,,,,,
1:1956,"Orkhevi, Public School #156",,"ორხევი, #156-ე საჯარო სკოლა",,,41.69787,,44.927795,,4,,,,,,
1:1957,Orkhevi Central Park,,ორხევის ცენტრალური პარკი,,,41.695842,,44.927092,,94,,,,,,
1:1958,"Orkhevi, Kindergarten #76",,"ორხევი, #76-ე ბაგა-ბაღი",,,41.693731,,44.924399,,6,,,,,,
1:1959,"Orkhevi, Koba Abzianidze Street",,"ორხევი, კობა აბზიანიძის ქუჩა",,,41.69594,,44.925064,,96,,,,,,
1:1961,"Orkhevi, Alexandre Tsutsunava Street",,"ორხევი, ალექსანდრე წუწუნავას ქუჩა",,,41.691902,,44.927154,,183,,,,,,
1:1962,"Orkhevi, Giorgi Mukhadze Street",,"ორხევი, გიორგი მუხაძის ქუჩა",,,41.69304,,44.926761,,95,,,,,,
1:1963,"Orkhevi, Kindergarten #76",,"ორხევი, #76-ე ბაგა-ბაღი",,,41.694071,,44.92437,,186,,,,,,
1:1966,Public School #15,,მე-15 საჯარო სკოლა,,,41.768069,,44.795621,,124,,,,,,
1:1967,Tianeti Street,,თიანეთის ქუჩა,,,41.769732,,44.800317,,44,,,,,,
1:1968,Mariam Garikuli Street,,მარიამ გარიყულის ქუჩა,,,41.770815,,44.801775,,41,,,,,,
1:1969,Chargali Street #79,,ჩარგლის ქუჩა #79,,,41.775634,,44.804872,,28,,,,,,
1:1971,Tbilisi Sea,,თბილისის ზღვა,,,41.770356,,44.817828,,60,,,,,,
1:1972,Street of Unknown Heroes #23,,უცნობ გმირთა ქუჩა #23,,,41.748915,,44.822803,,335,,,,,,
1:1973,Street of Unknown Heroes #25,,უცნობ გმირთა ქუჩა #25,,,41.75074,41.750803,44.818072,44.818048,310,,,,,,
1:1974,Street of Unknown Heroes #150,,უცნობ გმირთა ქუჩა #150,,,41.750812,,44.817781,,129,,,,,,
1:1975,Street of Unknown Heroes #170,,უცნობ გმირთა ქუჩა #170,,,41.758002,,44.806288,,136,,,,,,
1:1976,Mukhrani Street,,მუხრანის ქუჩა,,,41.75867,,44.80614,,3,,,,,,
1:1977,Street of Unknown Heroes #57,,უცნობ გმირთა ქუჩა #57,,,41.76605,,44.807999,,194,,,,,,
1:1978,Street of Unknown Heroes #79,,უცნობ გმირთა ქუჩა #79,,,41.766174,,44.808152,,12,,,,,,
1:1979,Chargali Street #79,,ჩარგლის ქუჩა #79,,,41.775334,,44.80455,,206,,,,,,
1:1980,National Agency For Standards And Metrology,,სტანდარტებისა და მეტროლოგიის ეროვნული სააგენტო,,,41.767612,,44.79739,,225,,,,,,
1:1981,Mariam Garikuli Street,,მარიამ გარიყულის ქუჩა,,,41.770819,,44.801622,,223,,,,,,
1:1982,Public School #207,,#207-ე საჯარო სკოლა,,,41.763858,,44.793684,,196,,,,,,
1:1983,Liakhvi Street,,ლიახვის ქუჩა,,,41.761952,,44.792852,,193,,,,,,
1:1984,Ia Kargareteli Street,,ია კარგარეთელის ქუჩა,,,41.716741,,44.795516,,328,,,,,,
1:1986,Alexandre Baramidze Street,,ალექსანდრე ბარამიძის ქუჩა,,,41.773514,,44.797855,,129,,,,,,
1:1987,Alexandre Baramidze Street,,ალექსანდრე ბარამიძის ქუჩა,,,41.77356,,44.797898,,304,,,,,,
1:1988,Shatili Street,,შატილის ქუჩა,,,41.777274,,44.801149,,209,,,,,,
1:1989,Shatili Street,,შატილის ქუჩა,,,41.777132,,44.801109,,26,,,,,,
1:1991,Levan Rcheulishvili St #15,,ლევან რჩეულიშვილის ქუჩა #15,,,41.780505,,44.820419,,296,,,,,,
1:1992,Levan Rcheulishvili St #14,,ლევან რჩეულიშვილის ქუჩა #14,,,41.780395,,44.820461,,117,,,,,,
1:1995,Ivane Javakhishvili Street,,ივანე ჯავახიშვილის ქუჩა,,,41.714042,,44.798542,,333,,,,,,
1:1998,Bazaleti Street,,ბაზალეთის ქუჩა,,,41.70716,,44.772259,,93,,,,,,
1:2015,Petre Mamradze Street,,პეტრე მამრაძის ქუჩა,,,41.716823,,44.803973,,70,,,,,,
1:2016,Tskhra Dzma Kherkheulidze St #25,,ცხრა ძმა ხერხეულიძის ქუჩა #25,,,41.717178,,44.806436,,71,,,,,,
1:2017,Tskhra Dzma Kherkheulidze St #51,,ცხრა ძმა ხერხეულიძის ქუჩა #51,,,41.717742,,44.809158,,67,,,,,,
1:2018,Public School #220,,#220-ე საჯარო სკოლა,,,41.718889,,44.812135,,109,,,,,,
1:2019,Tskhra Dzma Kherkheulidze St #117,,ცხრა ძმა ხერხეულიძის ქუჩა #117,,,41.719546,,44.815303,,81,,,,,,
1:2021,Samurzakano Street,,სამურზაყანოს ქუჩა,,,41.720037,,44.81827,,139,,,,,,
1:2022,Salkhino Street,,სალხინოს ქუჩა,,,41.718825,,44.817572,,214,,,,,,
1:2025,Tskhra Dzma Kherkheulidze St #84,,ცხრა ძმა ხერხეულიძის ქუჩა #84,,,41.719608,,44.81541,,262,,,,,,
1:2026,Public School #220,,#220-ე საჯარო სკოლა,,,41.718959,,44.812591,,225,,,,,,
1:2027,Tskhra Dzma Kherkheulidze St #38,,ცხრა ძმა ხერხეულიძის ქუჩა #38,,,41.717666,,44.80849,,258,,,,,,
1:2028,Tskhra Dzma Kherkheulidze St #14,,ცხრა ძმა ხერხეულიძის ქუჩა #14,,,41.717105,,44.80569,,265,,,,,,
1:2029,Petre Mamradze Street,,პეტრე მამრაძის ქუჩა,,,41.716875,,44.803944,,248,,,,,,
1:2030,Andria Razmadze Street,,ანდრია რაზმაძის ქუჩა,,,41.80394,,44.815499,,22,,,,,,
1:2031,Shota Mikatadze Street,,შოთა მიქატაძის ქუჩა,,,41.807807,,44.817736,,22,,,,,,
1:2032,Shota Mikatadze Street,,შოთა მიქატაძის ქუჩა,,,41.807879,,44.817645,,210,,,,,,
1:2033,Megobroba Street,,მეგობრობის ქუჩა,,,41.80351,,44.815123,,202,,,,,,
1:2034,Hero Cursants Street,,გმირი კურსანტების ქუჩა,,,41.799935,,44.813062,,206,,,,,,
1:2035,Public School #136,,#136-ე საჯარო სკოლა,,,41.795289,,44.813723,,299,,,,,,
1:2037,Public School #160,,#160-ე საჯარო სკოლა,,,41.796396,,44.810185,,218,,,,,,
1:2038,Mikheil Zandukeli Street,,მიხეილ ზანდუკელის ქუჩა,,,41.704,,44.785347,,216,,,,,,
1:2039,Iakob Gogebashvili St #25,,იაკობ გოგებაშვილის ქუჩა #25,,,41.702787,,44.783672,,294,,,,,,
1:2041,Iakob Gogebashvili St #3,,იაკობ გოგებაშვილის ქუჩა #43,,,41.703928,,44.780598,,299,,,,,,
1:2042,Guram Rcheulishvili St #12,,გურამ რჩეულიშვილის ქუჩა #12,,,41.702883,,44.778635,,227,,,,,,
1:2043,Guram Rcheulishvili St #29,,გურამ რჩეულიშვილის ქუჩა #29,,,41.702022,,44.775558,,217,,,,,,
1:2044,Revaz Japaridze St #33,,რევაზ ჯაფარიძის ქუჩა #33,,,41.700334,,44.769459,,272,,,,,,
1:2045,Guram Rcheulishvili St #28,,გურამ რჩეულიშვილის ქუჩა #28,,,41.701958,,44.775559,,39,,,,,,
1:2046,Guram Rcheulishvili St #11,,გურამ რჩეულიშვილის ქუჩა #11,,,41.702845,,44.777414,,309,,,,,,
1:2047,Guram Rcheulishvili St #11,,გურამ რჩეულიშვილის ქუჩა #11,,,41.702713,,44.777497,,128,,,,,,
1:2048,Guram Rcheulishvili St #12,,გურამ რჩეულიშვილის ქუჩა #12,,,41.702887,,44.778742,,55,,,,,,
1:2049,Akaki Shanidze Street,,აკაკი შანიძის ქუჩა,,,41.704265,,44.779785,,318,,,,,,
1:2053,Shuamta Street,,შუამთის ქუჩა,,,41.687429,,44.870455,,182,,,,,,
1:2056,Grigol Peradze Street #3,,გრიგოლ ფერაძის ქუჩა #3,,,41.798452,,44.772881,,93,,,,,,
1:2059,Public School #208,,#208-ე საჯარო სკოლა,,,41.824728,,44.758128,,232,,,,,,
1:2060,Mikheil Tsinamdzghvrishvili Street,,მიხეილ წინამძღვრიშვილის ქუჩა,,,41.825977,,44.752542,,85,,,,,,
1:2061,Arsen Okrojanashvili Street,,არსენ ოქროჯანაშვილის ქუჩა,,,41.826268,,44.754935,,263,,,,,,
1:2062,Svimeon Shotadze Street,,სვიმეონ შოთაძის ქუჩა,,,41.828341,,44.762709,,68,,,,,,
1:2063,Grigol Khandzteli St #1,,გრიგოლ ხანძთელის ქუჩა #1,,,41.828852,,44.764529,,70,,,,,,
1:2064,13 Asureli Mama Street,,13 ასურელი მამის ქუჩა,,,41.777211,,44.768356,,183,,,,,,
1:2066,Bakhtrioni St #24a,,ბახტრიონის ქუჩა #24ა,,,41.720529,,44.766956,,261,,,,,,
1:2067,Zaza Panaskertel-Tsitsishvili St #6,,ზაზა ფანასკერტელ-ციციშვილის ქუჩა #6,,,41.719028,,44.764076,,265,,,,,,
1:2084,Guram Nijaradze Street,,გურამ ნიჟარაძის ქუჩა,,,41.8108,,44.780896,,179,,,,,,
1:2085,Guram Nijaradze Street,,გურამ ნიჟარაძის ქუჩა,,,41.81055,,44.781,,359,,,,,,
1:2089,Grigol Peradze Street #4,,გრიგოლ ფერაძის ქუჩა #4,,,41.798544,,44.772967,,275,,,,,,
1:2090,Grigol Khandzteli St #1,,გრიგოლ ხანძთელის ქუჩა #1,,,41.828998,,44.764733,,249,,,,,,
1:2091,Svimeon Shotadze Street,,სვიმეონ შოთაძის ქუჩა,,,41.828462,,44.762826,,249,,,,,,
1:2092,Arsen Okrojanashvili Street,,არსენ ოქროჯანაშვილის ქუჩა,,,41.826182,,44.754948,,82,,,,,,
1:2095,Nodar Akhalkatsi Street,,ნოდარ ახალკაცის ქუჩა,,,41.759568,,44.774397,,195,,,,,,
1:2096,Levan Rcheulishvili Street,,ლევან რჩეულიშვილის ქუჩა,,,41.778549,,44.823835,,149,,,,,,
1:2101,მუხათგვერდის სასაფლაო,,მუხათგვერდის სასაფლაო,,,41.810668,,44.712268,,0,,,,,,
1:2108,"Okrokana, Tbilisi St #3",,"ოქროყანა, თბილისის ქუჩა #3",,,41.685166,,44.77687,,255,,,,,,
1:2113,Tskhra Dzma Kherkheulidze St #129,,ცხრა ძმა ხერხეულიძის ქუჩა #129,,,41.720133,,44.816298,,225,,,,,,
1:2114,Samurzakano Street,,სამურზაყანოს ქუჩა,,,41.720018,,44.81839,,332,,,,,,
1:2118,turn to Okrokana,,ოქროყანის გადასახვევი,,,41.684267,,44.779002,,281,,,,,,
1:2119,M/S Technical University,,"მ/ს ""ტექნიკური უნივერსიტეტი""",,,41.72124,,44.774732,,141,,,,,,
1:2123,Public School #96,,#96-ე საჯარო სკოლა,,,41.687475,,44.830412,,271,,1:4352,,,,
1:2126,Davit Aghmashenebeli Avenue,,დავით აღმაშენებლის გამზირი,,,41.717958,41.71795,44.790388,44.79041,64,,,,,,
1:2129,M/S Delisi,,"მ/ს ""დელისი""",,,41.725458,,44.744812,,271,,,HUB_1_2129,,,
1:2130,Public School #202 the Visually Impaired,,#202-ე უსინათლო და მცირემხედველთა საჯარო სკოლა,,,41.689376,,44.820279,,304,,1:4324,,,,
1:2131,Levan Rcheulishvili Street,,ლევან რჩეულიშვილის ქუჩა,,,41.778909,,44.823897,,174,,,,,,
1:2132,Turtle Lake Lane,,კუს ტბის ასახვევი,,,41.709575,,44.741172,,231,,,HUB_1_2826,,,
1:2134,Dighomi Bridges,,დიღმის ხიდები,,,41.788223,,44.769376,,180,,,,,,
1:2139,Kojori Zakaria Bakradze Street,,"კოჯორი, ზაქარია ბაქრაძის ქუჩა",,,41.662317,,44.699778,,98,,,,,,
1:2141,Didgori St #93,,დიდგორის ქუჩა #93,,,41.775476,,44.719143,,277,,,,,,
1:2142,"Patara Lilo, Tsotne Dadiani Street",,"პატარა ლილო, ცოტნე დადიანის ქუჩა",,,41.748453,,44.906894,,184,,,,,,
1:2143,"Varketili Farming, Vakhtang Malakmadze Street",,"ვარკეთილის მეურნეობა, ვახტანგ მალაყმაძის ქუჩა",,,41.710737,,44.89619,,205,,,,,,
1:2145,Noshrevan Jishkariani Street,,ნოშრევან ჯიშკარიანის ქუჩა,,,41.732882,,44.751678,,169,,,,,,
1:2146,Noshrevan Jishkariani Street,,ნოშრევან ჯიშკარიანის ქუჩა,,,41.732986,,44.751786,,358,,,,,,
1:2147,"Tabakhmela, Tamar Mepe St",,"ტაბახმელა, თამარ მეფის ქუჩა #31",,,41.65089,,44.75818,,14,,,,,,
1:2149,Varlam Cherkezishvili Street,,ვარლამ ჩერქეზიშვილის ქუჩა,,,41.684084,,44.860222,,283,,,,,,
1:2153,Mikheil Tsinamdzghvrishvili Street,,მიხეილ წინამძღვრიშვილის ქუჩა,,,41.719374,,44.793432,,244,,,,,,
1:2155,Varlam Cherkezishvili Street,,ვარლამ ჩერქეზიშვილის ქუჩა,,,41.6841,,44.859498,,103,,,,,,
1:2165,Saarbrücken Square,,ზაარბრიუკენის მოედანი,,,41.703071,,44.805036,,218,,,,,,
1:2166,Police Department,,პოლიციის დეპარტამენტი,,,41.755791,,44.768812,,172,,,,,,
1:2167,M/S Guramishvili,,"მ/ს ""გურამიშვილი""",,,41.77449,,44.795374,,262,,,,,,
1:2168,M/S Guramishvili,,"მ/ს ""გურამიშვილი""",,,41.774374,,44.795651,,107,,,,,,
1:2169,Javakheti Street,,ჯავახეთის ქუჩა,,,41.684118,,44.868789,,109,,,,,,
1:2171,Anapa 414 Division Street,,ანაპის 414-ე დივიზიის ქუჩა,,,41.782585,,44.798464,,28,,,,,,
1:2175,Public School #105,,#105-ე საჯარო სკოლა,,,41.701918,,44.876964,,257,,,,,,
1:2176,Saint Nikoloz Street,,წმინდა ნიკოლოზის ქუჩა,,,41.70184,,44.807458,,332,,,,,,
1:2177,Kindergarten #69,,#69-ე საბავშვო ბაღი,,,41.713097,,44.803303,,341,,,,,,
1:2184,Saint Nikoloz Street,,წმინდა ნიკოლოზის ქუჩა,,,41.701824,,44.807332,,151,,,,,,
1:2188,"DIdi Lilo, Tadzari Street",,"დიდი ლილო, ტაძრის ქუჩა",,,41.739489,,44.963455,,221,,,,,,
1:2190,Didi Lilo Lane,,დიდი ლილოს გადასახვევი,,,41.692739,,44.957109,,81,,,,,,
1:2191,Tsaishi Street #36,,ცაიშის ქუჩა #36,,,41.717816,,44.821877,,260,,,,,,
1:2192,Tsaishi Street,,ცაიშის ქუჩა,,,41.717892,,44.828281,,26,,,,,,
1:2193,Kakha Manijashvili Street,,კახა მანიჟაშვილის ქუჩა,,,41.715788,,44.818211,,195,,,,,,
1:2194,Kukia Cemetery,,კუკიის სასაფლაო,,,41.714389,,44.818001,,203,,,,,,
1:2195,Larekhi Deadlock,,ლარეხის ჩიხი,,,41.713984,,44.814745,,270,,,,,,
1:2196,Mikha Khelashvili Street,,მიხა ხელაშვილის ქუჩა,,,41.714018,,44.812151,,270,,,,,,
1:2197,Rostovi Street,,როსტოვის ქუჩა,,,41.714081,,44.809771,,274,,,,,,
1:2198,Otar Kapanadze Street,,ოთარ კაპანაძის ქუჩა,,,41.712671,,44.80742,,129,,,,,,
1:2200,Railway Underpass,,რკინიგზის გზაგამტარი,,,41.711648,41.71165,44.806857,44.80665,260,,,,,,
1:2207,Gia Kancheli Street,,გია ყანჩელის ქუჩა,,,41.715958,,44.797142,,333,,,,,,
1:2212,Merab Mamardashvili St #3,,მერაბ მამარდაშვილის ქუჩა #3,,,41.710803,,44.804727,,62,,,,,,
1:2213,Railway Underpass,,რკინიგზის გზაგამტარი,,,41.711553,41.71154,44.806803,44.80658,84,,,,,,
1:2215,Otar Kapanadze Street,,ოთარ კაპანაძის ქუჩა,,,41.712565,,44.807774,,307,,,,,,
1:2216,Rostovi Street,,როსტოვის ქუჩა,,,41.714008,,44.809617,,95,,,,,,
